1,5,0,1,0,2,1
2,5,0,3,2,3,1
3,5,0,0,3,4,3
4,5,0,2,4,6,1
5,5,0,0,6,8,3
6,5,1,4,0,1,1
7,5,1,5,1,2,1
8,5,1,1,2,3,1
9,5,1,2,3,4,1
10,5,1,0,4,5,3
11,5,1,4,5,7,1
12,5,1,0,7,8,3
13,5,2,0,0,1,3
14,5,2,4,1,2,1
15,5,2,3,2,4,1
16,5,2,0,4,6,3
17,5,2,5,6,7,1
18,5,2,0,7,8,3
19,5,3,0,0,2,3
20,5,3,4,2,3,1
21,5,3,5,3,4,1
22,5,3,0,4,5,3
23,5,3,1,5,7,1
24,5,3,2,7,8,1
25,5,4,2,0,1,1
26,5,4,3,1,3,1
27,5,4,0,3,4,3
28,5,4,5,4,6,1
29,5,4,0,6,8,3
